"","x"
"791","here's will &amp; stella to remind us all to keep our distance at ""5 feet apart at all times"". 

"
"792","My thoughts,my first! "
"793","That’s the point. Massive testing should have been done before this "
"794",""
"795",""
"796",""
"797","Seen on Fb.. <U+0001F628>
"
"798","Start with your self.
"
"799","It's almost March 15. I'll be having a diary/journal with me until April 14.

I'll try to write records on what's happening with my day-to-day interaction amidst the "
"800","Coronavirus effects.. Rajasthan mount Abu "
"801",""
"802","So "
"803",""
"804","<U+0001F1F5><U+0001F1ED> "
"805","Really "
"806",""
"807","What do you think?
"
"808","Sunday bukas, see below Online Mass to tune into: "
"809","Grabe,, from 98 to 111 rq <U+0001F62D><U+0001F62D>  "
"810","frontliners "
"811","Can’t buy my kido proper meds because greddy bitches took it all. "
"812","Points to keep in mind that will help slowdown the spread of "
"813",""
"814","Talagang tunay ang Only in the Philippines

"
"815","How I’m about to be these next 3 weeks  "
"816",""
"817",""
"818","Anti-Duterte: """
"819",""
"820",""
"821",""
"822",""
"823",""
"824","If not for "
"825",""
"826",""
"827",""
"828","PREMIER LEAGUE BOARD CALLS FOR EMERGENCY MEETING WITH CLUBS OVER COVID19  

"
"829","Let's POP "
"830","We can get through this Philippines!
Mabuhay tayong lahat! 
This too shall pass! <U+0001F1F5><U+0001F1ED> "
"831","What if??

"
"832","Keep Safee <U+0001F637> "
"833",""
"834",""
"835",""
"836","Time for the captain's logs : "
"837","COVID-19 must bow to the name of Jesus. "
"838","boomer remover daw yung "
"839","“Eventually, everyone will be quarantined to their houses with no "
"840",""
"841","Hello, my co-A'tin, sharing this quick read re. "
"842",""
"843",""
"844","I can’t think anymore. "
"845","Corona game<U+0001F602>
"
"846","Say "
"847",""
"848",""
"849","Stay informed with DOH health advisory "
"850",""
"851","READ THIS!  "
"852",""
"853","Evia Mall as of 8pm! Grabe pa close coz of curfew "
"854",""
"855","Now at  111 cases in the Philippines. "
"856","Flights from China still come pouring in every hour of every day. "
"857","from 98 to 111 :((( "
"858","First city in Metro Manila announces curfew hours. "
"859","111 cases <U+0001F62D> "
"860","WE JUST NEED LOCATIONS TO TAKE THE TESTS IF EVER AND WALA BA TALAGANG NAGBIBIGAY NG INSTRUCTIONS KUNG SAAN IN EVERY PROVINCE?!? "
"861",""
"862",""
"863",""
"864","Social DISTANCING hindi GATHERING "
"865","increasing numbers "
"866","Latest update po "
"867","It's too early in the day for this to happen.

Duque, Duterte, Go.

Do something.

"
"868",""
"869","more than the virus itself, what scares us more is our older loved ones and parents getting the virus. "
"870","This guy NG’ANG'A is comedian.
"
"871","We can &amp; should confiscate the new POGO island in Kawit, Cavite to be used as a "
"872",""
"873",""
"874","Morning <U+0001F31E> All!! 

"
"875",""
"876",""
"877","UPDATE: "
"878",""
"879",""
"880",""
"881","So recent update about "
"882",""
"883",""
"884",""
"885",""
"886",""
"887",""
"888",""
"889",""
"890","Corona Mood <U+0001F60E> "
"891","111 cases? We need Jesus every minute every second of our life.
"
"892","111 Cases <U+0001F64F>
"
"893","We have now 111 cases of "
"894","TANGINA 111 NA MAY "
"895",""
"896","ootd "
"897","Go away :(
"
"898",""
"899",""
"900","111 na yung confirmed cases <U+2639><U+FE0F> always be hydrated and take your vitamins daily !! and as much as possible avoid mass gathering muna.

"
"901","delivered "
"902",""
"903","the energy we need rn. Us against "
"904","Ligtas si DU30. Dog can’t contract covid daw e.  "
"905",""
"906","Before "
"907",""
"908","From 98 to 111. "
"909",""
"910",""
"911",""
"912","The Philippine government is an example of taking ""reactive"" rather than proactive measures. "
"913",""
"914","Distribution of "
"915","Made an epicurve of "
"916","You should know atleast.....
"
"917",""
"918","111 "
"919","Might do a "
"920","I may not be affected by "
"921","wooow 35 to 98 to 111 taena "
"922","Early Signs of Covid-19 from Ministry of Health Singapore - A Brief. "
"923","3 hours left<U+0001F926><U+0001F623>
"
"924","Update on "
"925","To all women frontliners fighting and protecting us from "
"926",""
"927","111 cases na "
"928",""
"929","Another fyi peeps! "
"930","Fyi guys. "
"931","111 cases na<U+0001F62D> "
"932",""
"933","Kahit yung carpool/transporation allowances niyo lang na hindi mo naman magagamit for the month, that speaks volumes! I'm sure they need it more than we do <U+0001F49C>

"
"934",""
"935","111 and counting... <U+0001F631> "
"936","Last 3 hours "
"937","111 cases "
"938","111 cases "
"939","While at home cause of the "
"940",""
"941","The numbers keep rising. Now at 111. "
"942","111 cases of as now. "
"943","Internal and External
"
"944",""
"945","In three hours, Metro Manila will be on a lockdown to contain the spread of the "
"946","We can get through this 

"
"947","I think we need another presscon with Malacañang re: "
"948","What if ??
 "
"949","I want to thank my grade school teacher, because everyday you never fail to remind us to wash our hands often. "
"950","GOD IS WITH US . 
"
"951",""
"952","We stand! Nurses and Doctors.
"
"953","Hi guys! Help spread the word. :) "
"954",""
"955","There is power in the name of Jesus.
"
"956",""
"957","Behave like you already have the virus. Don't think about changing your behavior so you won't get it. Think about changing your behavior so you don't give it to somebody else. "
"958",""
"959",""
"960",""
"961",""
"962","Hi "
"963","Nanininindig ang balahibo ko <U+0001F614>
This "
"964","Is he suggesting that we let use our kababayans as guinea pigs for the human trial of the "
"965","Keep safeeee sa atin lahat<U+0001F637><U+0001F62D>
"
"966","As sports programs and TV shows get canceled due to "
"967","I don't know why even at this moment, Filipinos are still divided. "
"968","except China?
"
"969",""
"970","PRAYER is a MUST. "
"971",""
"972","so here's "
"973",""
"974","More of this plssss "
"975",""
"976","Traffic at NLEX hours before "
"977","*Bayanihan left the group* "
"978","Earlyclose due to "
"979","I've been seeing the number of confirmed cases rising as many people are being tested. I'm wondering if there are already cases in provinces but it's unknown because they weren't tested. We need more testing kits. "
"980",""
"981",""
"982",""
"983","We’re hearing:
•curfews
•social distancing
•military/police “peacekeeping” efforts

—but we have YET to hear definite plans on the medical front. What abt:

•Street sanitation/ disinfection?
•Massive testing?
•Dedicated hospitals?

ANO PONG PLANO NATIN DYAN HM? "
"984",""
"985","Heavy rain, hailstorm lashes parts of Delhi

"
"986","Heavy rain, hailstorm lashes parts of Delhi

"
"987",""
"988",""
"989","Let’s fight the virus with unity and kindness not dwell on what’s lacking.
They’re doing all that they can to keep everyone safe at sa panahong ganito spread positivity dapat tayo!!!"
"990","Philippine capital to undergo curfew, mall closures as coronavirus deaths rise to eight "
"991","PH coronavirus cases jump to 98 "
"992","Australian gov "
"993","No "
"994",""
"995","Kudos sa mga employees ng mga manufacturing companies. Without them, who will supply our daily needs in this situation. "
"996","What’s the curfew for again?? "
"997","I’m not going to miss the telenovelas and teleseryes, I never watch those anyway... it’s the televised sporting events that I’ll miss
"
"998","the "
"999","Example of Social Distancing from our 24 Oras Weekend anchors "
"1000","Follow social distancing
"
"1001","Keeping track of the tweets. "
"1002","You'd think I can just stay at home and watch some Netflix with this lockdown but no. "
"1003","WHERE TO BUY DISPOSABLE FACE MASKS? 

Anyone? "
"1004","But but wear mask <U+0001F602><U+0001F602>  "
"1005",""
"1006",""
"1007","Even the darkest night will end, and the sun will RISE again. <U+0001F64F> "
"1008",""
"1009","No dates because of "
"1010",""
"1011","Any thoughts about this photo that is viral online?

"
"1012","READ | "
"1013",""
"1014","The rise of COVID-19 cases from 64 to 98 is very alarming.
Keep safe everyone! <U+0001F62D><U+2764> "
"1015","""Maintain Social Distancing.""

"
"1016","And ofcourse the seeds of the ressurecting plant in "
"1017",""
"1018",""
"1019","Las Piñas LGU says Metro Manila-wide curfew will start on Monday (March 16), then I have read something on the news that it will start tonight (March 14), then I have read another one saying it will be tomorrow (March 15). Ano ba talaga? Ang gulo po. 
"
"1020",""
"1021",""
"1022",""
"1023",""
"1024","And this is happening, amid "
"1025",""
"1026",""
"1027","Hays "
"1028",""
"1029","We really need a Lockdown. "
"1030","In CDC website, we are part of Western Pacific not South-East Asia <U+0001F637>
"
"1031","Had goosebumps watching the news that churches will now ring bells every 12 noon and 8pm. "
"1032","At first I was with ppl who consider the plans regarding "
"1033","Everything has been figured out, except how to live.

Jean-Paul Sartre

"
"1034","""He who has a why to live can bear almost any how.""

Friedrich Nietzsche

"
"1035",""
"1036",""
"1037",""
"1038","Curfew maybe is a tool but let's just be aware that "
"1039","ITO TALAGA DAPAT YUN!!!! "
"1040","*umiyak sa gedli*

"
"1041","In the midst of trials and uncertainties we can still 'rejoice' because the Lord is at hand. "
"1042",""
"1043","THIS! "
"1044","Philippines from 64 to 98 cases.  realquick :( "
"1045","staysafe everyone!

"
"1046","Christ is still powerful than this crisis...<U+0001F607><U+261D><U+FE0F>
"
"1047","last game for now
Implementation of social distancing and curfew.
"
"1048",""
"1049",""
"1050",""
"1051",""
"1052",""
"1053","People who actually know what they are doing. "
"1054","This week's category is...COVID-19!<U+0001F451>

"
"1055","This is an open letter to ALL FILIPINOS!

"
"1056","Only "
"1057","maybe hyun bin gonna help me get through this month esp every night lol 
"
"1058","Meanwhile in Davao...
"
"1059","Im leaving this here to inform every of the  policies that have been implemented "
"1060","In the words of JCaraan <U+0001F923>
 
"
"1061","Let’s do this for our families, for our friends, for our workmates, for OUR COUNTRY. 

Our goal here is to "
"1062",": yo ncov really spreading so fast

coronavirus: oh, you mean covid-19?
"
"1063",""
"1064",""
"1065",""
"1066","I feel more of a soldier than a doctor these days. "
"1067","Ask not what your country can do for you- ask what you can do for your country "
"1068",""
"1069","Thinking about "
"1070","Can't believe it's now at 94.
"
"1071","Really?? <U+0001F602><U+0001F602>

"
"1072",""
"1073","*Thoughts?*

Hoping most, if not all, companies would look at WFH as an option. While I am aware business musn't be impeded, we should not wait until everything goes to shit before we act. "
"1074","What is "
"1075","It is just a matter of hours now and we are to reach the 3-digit mark.
"
"1076",""
"1077",""
"1078","Wew from 64 to 98 agad <U+0001F629><U+0001F629><U+0001F629><U+0001F629>"
"1079","On a scale of 1-1M, how EPAL can our politicians be?

Mahabagin!!!   "
"1080",""
"1081","Why not to just trust our government? "
"1082","I was scrolling through my facebook page and read some opinion posted by a few friends and their comment section...

I'm just wondering, ilang pagkakaibigan na kaya ang nasira? <U+0001F602> "
"1083","Amidst "
"1084","Total of 98 cases na<U+0001F62D>"
"1085","Lol but I can see it happening. 
"
"1086","Yeah. Wash your hand guys
"
"1087","I saw this on Facebook
"
"1088","From 64 to 98 <U+0001F616><U+0001F616><U+0001F616> "
"1089","GOOGLE CLASSROOMS ARE WAVING<U+0001F44B> "
"1090","Implementation of social distancing in our condo. <U+0001F44D>

"
"1091",""
"1092","Pasig at the moment "
"1093","Just finished Kingdom... and then this... 

 "
"1094","Franchise... anyone.... "
"1095",""
"1096",""
"1097","8 hours more to go before Metro Manila "
"1098","Tell Corona about your God
"
"1099","Large corporations search for methods to control outliers. In our govt's current effort to control "
"1100","lets take this matter seriously. "
"1101",""
"1102",""
"1103","Thoughts: This one month "
"1104","Sharing this to everyone for a "
"1105","Can anyone confirm that foreigners from China and other countries in this list are no longer entering Cebu? "
"1106","MISAMIS ORIENTAL "
"1107","In light of "
"1108",""
"1109","Interesting times we live in, and its gonna get worse from here.

"
"1110","No CUDDLES!! "
"1111","No MOMOL "
"1112",""
"1113",""
"1114",""
"1115","Because of that "
"1116","""A woman who demands further gun control legislation is like a chicken who roots for Colonel Sanders."" ~ Larry Elder "
"1117","due to "
"1118",""
"1119",""
"1120",""
"1121","some students won't be having their classes anymore and we're still going to do our requirements on weekends for the final exam on monday :&lt;
"
"1122",""
"1123",""
"1124",""
"1125",""
"1126",""
"1127",""
"1128",""
"1129","After "
"1130",""
"1131",""
"1132",""
"1133","Overtime making Covid infographics. "
"1134",""
"1135","Watching "
"1136",""
"1137",""
"1138",""
"1139",""
"1140",""
"1141",""
"1142",""
"1143",""
"1144",""
"1145",""
"1146",""
"1147",""
"1148","Throwing stones to the government amidst this crisis isn’t really helpful now. What we need is unity amongst everyone but why can’t filipinos exercise this??"
"1149",""
"1150",""
"1151","President Rodrigo Duterte just declared a lockdown of Metro Manila amid rising cases of coronavirus in the Philippines. 
 "
"1152","Watched a video of President Rodrigo Duterte addressing the COVID-19 threat in the Philippines. All I can say is, I can't believe I once supported this person. Oof. <U+0001F62C><U+0001F974>"
"1153",""
"1154","Bishops in the "
"1155",""
"1156","President Rodrigo Duterte and First Lady Bong Go get tested for COVID-19 "
"1157","Duterte Orders Manila Locked Down as Philippines Reports More COVID-19 Deaths 

"
"1158","Duterte Orders Manila Locked Down as Philippines Reports More COVID-19 Deaths 

"
"1159","Philippines’ President Duterte To Undergo ‘Precautionary’ COVID-19 Test
"
"1160",""
"1161","Phil Pres Duterte announced a lockdown of more than 12m in the 16 cities natl capital region, Metro Manila, to contain the spread of  "
"1162","Philippine President Duterte to be tested for "
"1163",""
"1164","Duterte declares lockdown of Metro Manila for 30 days due to COVID-19 "
"1165","Duterte places Metro Manila on 'lockdown' due to COVID-19 "
"1166","Duterte declares lockdown of Metro Manila for 30 days due to COVID-19 "
"1167","(via "
"1168",""
"1169",""
"1170",""
"1171","Philippines’ President Duterte to undergo ‘precautionary’ COVID-19 test "
"1172","President Rodrigo Duterte announced that Metro Manila will be placed on lockdown from March 15 to April 12 in order to contain the spread of the COVID-19 in the Philippines. "
"1173",""
"1174",""
"1175",""
"1176","Philippines' President Duterte to undergo 'precautionary' COVID-19 test "
"1177",""
"1178","Covid 19: <U+0001F608><U+0001F480>
Duterte: P"
"1179",""
"1180",""
"1181","Lord, save the Philippines not only from Covid but also from Duterte and his stupid administration thank You. <U+0001F623>"
"1182","President Duterte reveals Chinese President Xi Jinping wrote a letter to him, offering China's help in combating COVID-19 in the Philippines. | via "
"1183",""
"1184",""
"1185",""
"1186","""Covid-19 is spreading throughout the country, especially the Philippines"" - Duterte (2020)"
"1187","""COVID-19 is spreading all around the country, especially in the Philippines.""
-Duterte, 2020"
"1188","Duterte: COVID 19 is spreading all over the country even in the Philippines 

Kakastart pa lang bangag na"
"1189",""
"1190","Philippines' President Duterte to undergo 'precautionary' COVID-19 test

"
"1191","Philippines’s Duterte to address nation tonight as "
"1192","Philippines’ President Duterte to undergo ‘precautionary’ COVID-19 test "
"1193","Philippines' President Duterte to undergo 'precautionary' COVID-19 test.
"
"1194","Philippines President Duterte to undergo COVID-19 testing "
"1195","Philippines President Duterte to undergo COVID-19 testing - "
"1196",""
"1197","Philippines President Duterte to undergo COVID-19 testing "
"1198","Philippines President Duterte to undergo COVID-19 testing "
"1199","Philippines President Duterte to undergo COVID-19 testing "
"1200",""
"1201",""
"1202",""
"1203",""
"1204",""
"1205","The Philippines, the Filipino people, COVID-19, the Peesident Duterte and his administration yep a one big drama skit. "
"1206","UPDATE: COVID-19 cases in the Philippines jump to 24

STORY: "
"1207","News Archives - Northbound Philippines News Online "
"1208","News Archives - Northbound Philippines News Online "
"1209",""
"1210",""
"1211",""
"1212",""
"1213",""
"1214","Duterte confirms COVID-19 cases in the Philippines now at 24"
"1215",""
"1216","President Rodrigo "
"1217",""
"1218",""
